No;wage;union;nonwhite;married;education;experience;weights;age;education_in_years;experience_in_years
261985;12.73684128;no;no;no;Some College;15-19;9641.769531;36;13;17
208224;6.766076535;no;no;yes;Some College;15-19;5367.319824;36;14;16
248673;3.961646616;no;no;yes;High School;20-24;2051.02002;38;12;20
107872;5.998290913;yes;yes;yes;High School;Okt-14;10082.33008;30;12;12
57729;8.720720548;no;no;yes;High School;05-Sep;12852.61035;25;12;7
11970;3.622754557;no;no;no;Elementary;30-34;7617.850098;48;8;34
248177;7.646128767;no;no;no;Some College;Okt-14;1861.660034;32;14;12
99116;9.726315105;yes;no;yes;Some College;Okt-14;8514.879883;32;13;13
148224;24.74200218;no;no;yes;College;05-Sep;9785.830078;31;16;9
59493;4.078651778;no;no;yes;High School;05-Sep;7782.089844;25;12;7
191479;2.997247588;no;no;yes;HS dropout;30-34;7515.439941;47;11;30
265688;3.062274773;no;no;no;HS dropout;0-4;709.6199951;16;9;1
76224;9.650306803;yes;yes;no;Some College;0-4;6886.669922;23;13;4
30410;8.050403449;no;no;yes;High School;Okt-14;8723.290039;32;12;14
88310;6.125843437;no;no;yes;College;Okt-14;2126.030029;33;16;11
143068;2.75783486;no;no;no;High School;Okt-14;6799.680176;29;12;11
150539;3.771339069;no;no;yes;High School;30-34;6991.52002;48;12;30
6049;7.423312012;yes;no;yes;Some College;15-19;7242.549805;37;14;17
263229;11.93859159;yes;no;yes;Post-graduate;05-Sep;7281.310059;32;18;8
103020;9.066281365;no;no;no;Some College;>=40;7128.790039;62;15;41
24205;4.760060108;no;no;no;High School;0-4;8025.97998;20;12;2
52035;3.10719095;no;no;no;High School;0-4;10470.45996;19;12;1
181449;16.29848454;no;no;yes;Post-graduate;05-Sep;8711.099609;30;18;6
221988;8.096654322;yes;no;yes;Post-graduate;05-Sep;2289.189941;28;17;5
213122;2.752606628;no;no;yes;Some College;0-4;2285.659912;23;13;4
200559;6.06122443;yes;no;yes;HS dropout;25-29;9284.299805;41;10;25
120102;5.617021088;no;no;yes;High School;05-Sep;7733.330078;25;12;7
138645;10.37142909;no;yes;no;Post-graduate;05-Sep;9869.160156;29;17;6
254879;4.973066091;no;no;no;High School;15-19;2522.939941;33;12;15
30062;15.39670842;no;no;yes;Some College;35-39;1326.170044;54;13;35
216226;2.838546612;no;no;no;College;0-4;1378.380005;22;16;0
131697;3.159574463;yes;no;yes;High School;05-Sep;3822.590088;27;12;9
123359;35.38011538;no;no;no;HS dropout;05-Sep;2793.459961;20;9;5
125825;3.168768296;no;yes;yes;High School;35-39;1327.390015;57;12;39
21175;17.06001047;no;no;yes;Post-graduate;30-34;4815.819824;56;18;32
62305;6.488580298;no;no;yes;Some College;Okt-14;1186.97998;32;13;13
219661;2.285808295;no;no;no;HS dropout;0-4;1218.22998;18;10;2
59872;5.25033715;no;no;yes;High School;05-Sep;7742.549805;26;12;8
167915;3.312953918;no;no;no;HS dropout;Okt-14;8969.530273;25;9;10
195124;6.660550158;no;no;yes;College;20-24;8529.820313;46;16;24
161318;9.307692044;yes;no;no;Some College;>=40;3429.26001;62;14;42
52626;9.316881543;yes;no;yes;High School;20-24;6413.75;39;12;21
115553;4.005761492;no;no;no;High School;05-Sep;8823.330078;23;12;5
145977;10.39135377;no;no;yes;College;Okt-14;9182.709961;32;16;10
122211;2.778947325;no;no;no;Some College;0-4;1317.23999;21;14;1
17357;5.269460881;no;no;yes;Some College;20-24;7649.970215;43;14;23
260392;3.339466366;no;no;no;Post-graduate;05-Sep;11832.84961;30;17;7
117553;8.54239341;yes;no;yes;HS dropout;05-Sep;8431.589844;22;9;7
228959;5.433114984;no;no;yes;Some College;Okt-14;11240.36035;29;13;10
170347;4.496469623;no;no;yes;Elementary;20-24;11903.01953;34;8;20
221807;2.875582382;no;no;no;High School;0-4;6954.450195;22;12;4
250519;4.623113173;no;no;no;Some College;Okt-14;5193.319824;31;14;11
73955;7.525173021;no;no;no;High School;05-Sep;8427.519531;27;12;9
112;11.37078606;no;no;yes;College;Okt-14;2282.379883;34;16;12
128435;3.686718816;no;yes;yes;High School;Okt-14;1986.52002;29;12;11
133216;9.3936382;yes;no;yes;High School;05-Sep;9673.719727;24;12;6
57151;25.51286183;no;no;yes;Post-graduate;25-29;6529.299805;52;18;28
260518;20.97091749;no;no;no;Post-graduate;Okt-14;7227.109863;36;18;12
105596;7.238996927;yes;no;yes;High School;15-19;7679.240234;34;12;16
63591;4.119938523;no;no;yes;Some College;Okt-14;1411.97998;34;14;14
68164;14.72616699;no;no;yes;High School;25-29;7070.410156;46;12;28
124287;3.707836405;no;yes;no;Some College;05-Sep;2673.919922;29;14;9
6039;2.506516781;no;no;no;HS dropout;0-4;10958.36035;16;10;0
224840;6.660550158;no;no;yes;High School;25-29;4500.990234;44;12;26
76818;22.40785301;no;no;yes;Some College;05-Sep;7136.140137;30;15;9
150877;9.80134926;yes;no;no;Some College;Okt-14;8866.730469;31;15;10
92688;7.124632015;yes;no;no;HS dropout;>=40;7716.689941;60;11;43
10734;9.153129392;yes;no;no;College;05-Sep;7116.470215;29;16;7
264439;13.57040827;yes;no;yes;Some College;25-29;10111.19043;46;13;27
117968;6.549857462;yes;no;no;High School;0-4;8563.009766;20;12;2
237258;7.024199125;no;no;no;College;20-24;10980.71973;43;16;21
4764;8.175675859;no;no;yes;Some College;Okt-14;7077.810059;30;14;10
263112;3.596348511;yes;yes;yes;High School;20-24;6711.740234;38;12;20
256714;2.251691715;no;no;no;High School;0-4;6663.089844;22;12;4
146545;6.034244508;no;no;no;High School;30-34;6170;52;12;34
138635;7.000964338;no;no;yes;High School;05-Sep;8757.669922;24;12;6
239145;5.041666576;no;no;yes;High School;05-Sep;4697.399902;23;12;5
231512;2.437810468;no;no;yes;Elementary;05-Sep;7193.339844;20;8;6
186416;4.397949756;no;yes;no;High School;05-Sep;9574.320313;24;12;6
34102;2.906906792;no;no;no;High School;0-4;1192.599976;19;12;1
122590;5.531428604;no;no;yes;High School;15-19;1327.75;33;12;15
160783;4.452895118;no;no;yes;College;35-39;3625.139893;57;16;35
56035;7.423312012;no;no;yes;High School;05-Sep;7585.52002;26;12;8
39743;5.601226688;no;no;no;Post-graduate;15-19;6405.890137;41;18;17
80093;3.604766798;no;no;no;High School;Okt-14;719.5700073;30;12;12
189243;4.174333068;no;no;yes;HS dropout;>=40;5652.319824;63;10;47
43487;7.267267184;no;no;yes;High School;35-39;5404.77002;53;12;35
77828;5.160118278;no;no;no;College;0-4;8378.400391;24;16;2
142579;8.336841147;yes;no;yes;High School;30-34;5041.649902;52;12;34
34962;2.671270169;no;no;no;Some College;0-4;1558.5;24;14;4
65594;5.303455368;no;no;yes;Some College;25-29;4240.25;47;14;27
107438;7.000964338;no;no;yes;Some College;Okt-14;12032.2002;29;13;10
157577;6.974063393;no;yes;yes;College;Okt-14;6842.609863;33;16;11
230281;2.688888882;no;yes;yes;High School;05-Sep;12978.87988;25;12;7
103605;8.760400248;yes;no;no;Some College;15-19;5665.799805;37;14;17
86279;10.34187997;yes;no;yes;High School;05-Sep;7008.720215;23;12;5
116118;11.14473679;no;no;yes;Some College;25-29;8839.629883;46;15;25
104914;5.145708621;yes;no;yes;High School;15-19;8706.280273;33;12;15
175029;2.536951639;no;no;no;Post-graduate;30-34;3135.669922;54;18;30
161252;6.463675138;no;no;no;Some College;05-Sep;2918.75;25;14;5
155699;15.00645374;no;no;yes;Post-graduate;05-Sep;6352.439941;33;18;9
140823;3.733847482;no;no;yes;Some College;0-4;6036.799805;23;13;4
19642;5.122984028;yes;no;no;College;05-Sep;6563.109863;29;16;7
265717;4.109433792;no;no;no;HS dropout;0-4;1074.449951;18;11;1
123511;5.210526465;no;no;no;Some College;0-4;3319.870117;21;15;0
5064;4.783146168;yes;no;yes;Elementary;25-29;7318.72998;43;8;29
253859;5.849288965;no;no;yes;College;Okt-14;2378.72998;34;16;12
20015;7.437977343;no;no;yes;Some College;0-4;6904.27002;24;15;3
152834;3.312680239;no;no;no;HS dropout;0-4;1336.780029;16;10;0
205680;5.041666576;no;yes;no;College;25-29;8743.429688;47;16;25
123808;8.802134336;yes;no;yes;High School;20-24;3495.659912;40;12;22
106366;11.06581173;no;no;yes;High School;20-24;5260.439941;41;12;23
23587;5.857745524;no;no;yes;Some College;35-39;7178.669922;56;13;37
191381;36.5930657;yes;no;no;Some College;25-29;4499.310059;45;14;25
71709;6.384422087;yes;no;yes;Some College;30-34;6259.410156;55;15;34
174367;7.70914123;yes;no;yes;High School;20-24;3401.23999;41;12;23
110384;2.309686569;no;no;no;Some College;0-4;7185.029785;22;15;1
154722;1.723646727;no;no;no;Elementary;0-4;1374.359985;17;8;3
235812;9.394305629;yes;no;yes;High School;15-19;10522.96973;34;12;16
92586;7.497863838;yes;no;yes;Some College;15-19;6047.589844;36;14;16
93219;3.969924614;no;no;no;Some College;0-4;7365.5;20;14;0
152373;5.731622337;no;no;yes;High School;Okt-14;934.4799805;28;12;10
201331;5.84519661;yes;no;no;High School;Okt-14;8178.669922;30;12;12
100949;7.40478708;yes;no;yes;High School;05-Sep;8488.799805;26;12;8
55407;3.476123712;yes;yes;yes;HS dropout;20-24;6033.859863;38;11;21
14209;9.279140259;no;no;yes;Some College;05-Sep;7074.549805;25;14;5
191596;8.123643628;no;yes;yes;High School;Okt-14;6673.990234;32;12;14
133949;15.08190936;no;no;yes;College;25-29;4713.890137;50;16;28
151596;4.20057856;no;no;no;Post-graduate;05-Sep;5591.060059;29;18;5
126606;7.898936381;yes;no;yes;Post-graduate;Okt-14;5018.350098;36;18;12
224617;3.268720199;no;no;no;High School;0-4;4192.509766;22;12;4
247021;4.753975899;no;no;no;High School;0-4;1995.609985;20;12;2
2717;9.678779865;no;no;yes;College;Okt-14;1447.77002;34;16;12
10303;3.260479127;no;no;yes;Post-graduate;0-4;7207.649902;26;18;2
62054;3.234653536;no;yes;yes;Some College;05-Sep;1241.900024;27;15;6
46622;20.10716505;no;no;yes;College;20-24;7606.950195;43;16;21
248794;4.244621296;yes;no;no;Post-graduate;Okt-14;2005.790039;35;18;11
111297;1.917867486;no;yes;no;Some College;0-4;7916.629883;20;14;0
48655;5.561797804;yes;no;yes;High School;20-24;7451.390137;38;12;20
195622;6.678932746;no;no;yes;High School;30-34;7705;51;12;33
234174;4.817061326;no;no;yes;High School;15-19;8541.540039;35;12;17
264095;13.35786552;no;no;no;Some College;35-39;6181.25;58;14;38
49467;5.191011379;yes;no;yes;High School;0-4;7518.399902;21;12;3
55212;5.895505652;no;no;yes;HS dropout;25-29;7738;44;11;27
175704;4.47488511;no;no;yes;High School;30-34;3306.439941;49;12;31
215704;4.040816215;no;no;yes;Some College;05-Sep;863.0800171;26;15;5
192650;3.330275073;yes;no;yes;High School;25-29;7086.629883;43;12;25
2353;4.720463824;no;no;yes;High School;15-19;696.9199829;35;12;17
163701;7.001960063;yes;no;no;Post-graduate;15-19;8397.009766;41;18;17
231897;4.35734078;no;no;yes;High School;30-34;7019.140137;48;12;30
10722;2.687561691;no;yes;no;High School;35-39;6225.350098;55;12;37
171191;9.774992673;yes;no;yes;Post-graduate;25-29;10317.40039;52;18;28
148035;8.273503758;no;no;yes;High School;20-24;5379.689941;38;12;20
180314;5.343146056;no;no;no;High School;15-19;3992.800049;35;12;17
99026;6.315789355;no;no;yes;High School;Okt-14;8278.089844;28;12;10
47004;2.466632908;no;no;no;HS dropout;0-4;8367.910156;18;9;3
224426;12.56925278;no;no;no;Post-graduate;05-Sep;10570.19043;30;18;6
106084;3.929914437;no;no;yes;College;0-4;7422.600098;23;16;1
253890;2.886342265;no;no;yes;Some College;0-4;4539.830078;21;13;2
130731;6.641684503;no;no;yes;High School;Okt-14;11895.82031;32;12;14
37515;5.472361545;no;yes;yes;Post-graduate;25-29;3073.310059;51;18;27
155535;24.10759237;no;no;yes;Post-graduate;Okt-14;5884.040039;36;17;13
260292;11.42777822;no;no;yes;Some College;15-19;10328.03027;38;13;19
263313;4.059645879;no;no;yes;Elementary;20-24;11212.0498;38;8;24
113723;3.835734979;no;no;yes;High School;05-Sep;5978.850098;26;12;8
238981;5.377778094;no;no;yes;High School;20-24;4185.060059;39;12;21
202275;11.78571482;no;no;yes;Post-graduate;15-19;7973.660156;39;18;15
171630;9.405022351;yes;no;yes;Post-graduate;30-34;8681.780273;57;18;33
194881;7.915037635;no;no;yes;HS dropout;15-19;6191.049805;33;10;17
210717;4.452621751;no;no;yes;High School;05-Sep;7988.439941;25;12;7
43188;5.706389128;yes;no;yes;Post-graduate;05-Sep;4716.240234;30;18;6
158594;6.894586523;no;no;yes;Some College;35-39;10813.70996;57;14;37
43122;8.26633662;no;no;yes;Post-graduate;05-Sep;2842.679932;31;17;8
244671;2.706430538;no;no;yes;Some College;35-39;9283.94043;56;15;35
57945;6.303370437;no;no;yes;Some College;20-24;6887.240234;43;15;22
31891;1.441906636;no;no;no;High School;0-4;6693.959961;19;12;1
72378;2.42981745;no;no;no;HS dropout;0-4;7610.740234;17;10;1
118698;5.557894661;no;no;yes;Post-graduate;Okt-14;5461.02002;35;17;12
168503;12.9273503;no;yes;no;Post-graduate;0-4;7860.430176;28;18;4
94664;9.101253674;yes;no;yes;High School;20-24;7618.77002;42;12;24
117778;21.8862343;no;no;yes;Post-graduate;25-29;5822.109863;52;18;28
249538;8.682613638;no;no;no;High School;0-4;1185.959961;21;12;3
100266;4.987242582;no;no;yes;High School;30-34;8059.52002;49;12;31
151400;5.834136997;no;no;yes;Post-graduate;Okt-14;5340.240234;37;18;13
239864;7.590613748;no;no;yes;High School;20-24;6410.569824;39;12;21
23860;8.694609846;no;no;no;College;05-Sep;7604.950195;27;16;5
229444;7.4725527;no;no;yes;Some College;30-34;5992.660156;53;14;33
235257;3.339466366;no;no;yes;High School;30-34;8639.719727;49;12;31
84096;7.000964338;no;no;yes;Some College;Okt-14;3330.689941;32;14;12
34812;2.87524749;no;yes;no;High School;15-19;1032.199951;36;12;18
39398;4.869069198;yes;no;yes;Elementary;>=40;6416.609863;56;6;44
72323;3.497464371;no;no;no;High School;0-4;7355.830078;19;12;1
132088;5.314093661;yes;no;yes;HS dropout;>=40;7543.419922;58;11;41
105084;8.19332765;yes;no;yes;HS dropout;>=40;5573.540039;60;11;43
140046;1.563157874;no;no;yes;HS dropout;Okt-14;8407.650391;26;9;11
160397;10.634765;no;no;yes;Some College;25-29;2527.23999;50;15;29
179228;3.710966704;no;no;no;High School;0-4;6663.209961;21;12;3
228220;12.38672882;no;no;yes;Some College;30-34;6313.910156;50;14;30
167514;10.634765;yes;no;yes;Post-graduate;Okt-14;8655.69043;34;17;11
137558;5.230547628;no;no;no;Some College;0-4;6906.100098;22;13;3
158829;5.557894661;no;no;yes;High School;Okt-14;8563.320313;30;12;12
191093;7.71876734;no;no;yes;Post-graduate;25-29;4567.069824;53;18;29
220493;8.903774402;yes;no;yes;High School;Okt-14;8094.600098;28;12;10
125588;7.000964338;yes;no;yes;High School;35-39;1663.699951;56;12;38
153082;6.52978726;no;no;yes;High School;25-29;1179.790039;47;12;29
82544;5.170939975;no;no;yes;High School;Okt-14;1581.380005;31;12;13
13264;10.86826259;no;no;no;High School;Okt-14;7874.490234;30;12;12
129930;8.074467884;no;no;yes;High School;Okt-14;7080;28;12;10
216548;7.373961538;yes;no;yes;College;Okt-14;1358.329956;33;16;11
170626;10.91464522;no;no;yes;College;35-39;7053.75;59;16;37
152873;6.026367149;no;no;yes;College;0-4;1432.390015;25;16;3
156983;2.336311182;no;no;yes;HS dropout;0-4;3646.340088;19;9;4
210032;2.671573182;no;yes;yes;HS dropout;30-34;8535.339844;47;11;30
232943;10.42782437;no;no;no;Some College;20-24;6992.879883;44;14;24
101198;4.740028499;no;no;yes;High School;05-Sep;6420.569824;25;12;7
231471;3.697222205;no;no;yes;High School;15-19;6811.140137;35;12;17
214147;12.36724695;no;no;yes;Some College;35-39;7513.669922;56;13;37
213517;8.714680538;yes;yes;no;Some College;Okt-14;10256.23047;30;14;10
69800;8.624494412;yes;no;yes;High School;15-19;1843.790039;36;12;18
75857;6.098790351;no;no;yes;Some College;15-19;8207.05957;38;13;19
221647;17.49955522;no;yes;yes;Post-graduate;25-29;6283.029785;52;18;28
110536;4.826210732;no;no;no;High School;05-Sep;8432.240234;26;12;8
98223;3.159574463;no;no;no;HS dropout;0-4;8876.570313;17;10;1
207115;4.753975899;no;no;no;High School;0-4;6401.379883;22;12;4
41194;2.325525511;no;no;no;HS dropout;0-4;7660.72998;16;10;0
251574;3.710966704;no;no;yes;High School;Okt-14;3889.629883;30;12;12
34801;3.340490823;no;no;yes;Some College;35-39;864.8099976;56;14;36
186022;4.649588348;no;no;no;High School;0-4;5880.5;20;12;2
88481;4.168421063;no;no;no;High School;0-4;2348.540039;22;12;4
118863;4.342105424;no;no;no;High School;0-4;5319.680176;20;12;2
85533;3.76068385;yes;no;yes;High School;05-Sep;8624.480469;24;12;6
176751;2.346260352;no;no;no;Some College;0-4;1632.410034;19;13;0
226266;1.879465682;no;no;yes;High School;15-19;8034.709961;37;12;19
127480;5.170939975;no;no;yes;HS dropout;15-19;6222.680176;31;9;16
192908;7.346826251;no;no;yes;HS dropout;30-34;6466.580078;46;9;31
226947;4.714285794;no;no;yes;High School;Okt-14;3828.600098;32;12;14
48023;2.736180767;no;no;yes;Elementary;30-34;7862.720215;45;6;33
184646;4.642243926;no;no;no;Some College;05-Sep;6429.540039;26;14;6
135090;6.894586523;no;no;yes;Some College;15-19;8717.80957;34;13;15
241791;3.459119659;yes;no;yes;High School;Okt-14;6351.009766;31;12;13
240661;5.992924704;no;no;yes;High School;05-Sep;9799.780273;25;12;7
101810;7.041707284;no;no;yes;HS dropout;20-24;7639.740234;40;10;24
261582;5.731578608;no;no;no;HS dropout;15-19;922.8400269;35;10;19
76215;4.013065187;yes;no;yes;High School;15-19;7759.149902;35;12;17
91352;3.138328545;no;yes;no;Elementary;30-34;6185.839844;46;8;32
74286;8.720720548;no;yes;no;High School;20-24;6788.790039;42;12;24
74217;9.084084218;no;no;yes;College;05-Sep;7569.220215;30;16;8
6291;25.20883549;no;no;yes;Some College;30-34;3357.449951;54;15;33
241715;9.055192813;yes;no;yes;Post-graduate;35-39;7377.850098;61;18;37
53223;7.296482812;yes;no;yes;HS dropout;>=40;6521.600098;55;9;40
12805;6.828713257;yes;yes;no;High School;Okt-14;7147.910156;29;12;11
83975;13.08076295;no;no;no;College;15-19;2497.459961;37;16;15
2833;3.985030138;no;no;yes;High School;30-34;936.9000244;48;12;30
160512;6.894586523;no;no;yes;High School;Okt-14;2010.400024;30;12;12
75211;7.415730286;no;no;no;Some College;Okt-14;8162.209961;30;13;11
12678;6.339820116;yes;yes;yes;HS dropout;25-29;7771.720215;42;10;26
152736;2.75783486;no;no;yes;Some College;05-Sep;1725.469971;27;13;8
178758;9.336420721;yes;no;yes;Post-graduate;05-Sep;4445.410156;30;18;6
91947;11.37606832;no;no;no;Some College;20-24;7004.450195;44;14;24
119832;3.538011847;no;no;no;High School;05-Sep;8582.009766;23;12;5
240367;5.041666576;no;no;no;Some College;05-Sep;9560.879883;24;13;5
126257;2.333654733;no;yes;yes;Elementary;>=40;3015.01001;62;4;52
119272;3.500482162;no;no;no;High School;0-4;6034.609863;20;12;2
38697;12.54195516;no;no;yes;Post-graduate;20-24;1528.599976;47;18;23
256100;6.703601187;no;no;yes;College;15-19;7799.850098;37;16;15
111305;8.862304237;yes;no;yes;Post-graduate;20-24;7394.27002;48;18;24
260196;4.040816215;no;no;yes;Some College;Okt-14;11156.71973;29;13;10
246413;3.016620552;no;no;yes;HS dropout;Okt-14;7385.629883;27;10;11
171932;14.65828442;no;no;yes;High School;15-19;895.0300293;34;12;16
27925;4.943820102;no;no;yes;Post-graduate;Okt-14;6270.209961;35;18;11
130133;7.815788906;no;no;no;High School;05-Sep;10510.53027;23;12;5
85283;11.44277332;yes;no;yes;Some College;>=40;1454.209961;64;14;44
120642;7.642104688;no;no;yes;High School;30-34;7421.200195;48;12;30
54644;1.595334678;no;no;no;Some College;0-4;4374.97998;20;14;0
175071;4.483531574;no;no;yes;High School;05-Sep;2821.580078;27;12;9
85343;10.53191501;yes;no;yes;Some College;20-24;6941.100098;40;13;21
79476;4.325720121;no;no;yes;HS dropout;Okt-14;7947.600098;28;11;11
102451;5.860398958;yes;no;no;Elementary;35-39;6600.160156;49;7;36
52434;7.861377844;yes;no;yes;High School;30-34;5139.22998;49;12;31
101235;3.473684248;yes;yes;no;College;0-4;8818.759766;25;16;3
258430;8.856358313;no;no;no;Post-graduate;Okt-14;6809.279785;37;18;13
132707;3.084082116;no;yes;yes;Elementary;>=40;11252.08008;56;6;44
67089;4.786004271;no;no;no;HS dropout;05-Sep;2312.5;21;10;5
244066;8.716008316;no;no;yes;High School;20-24;6345.620117;40;12;22
140961;3.647368216;no;yes;yes;HS dropout;35-39;14956.13965;54;10;38
204670;5.387754866;no;no;no;HS dropout;Okt-14;7440.939941;29;10;13
200553;1.920193238;no;no;no;College;0-4;9316.900391;22;16;0
212519;4.228797937;no;no;yes;High School;05-Sep;7723.560059;26;12;8
96736;10.15139826;no;no;yes;High School;25-29;6466.569824;44;12;26
112487;8.031286268;yes;no;no;High School;15-19;7230.890137;33;12;15
258291;2.752606628;no;no;no;HS dropout;15-19;9776.219727;32;11;15
115886;8.988570681;no;no;yes;High School;15-19;8981.580078;34;12;16
137032;2.336311182;no;no;no;HS dropout;0-4;6799.370117;18;11;1
259418;9.290046762;no;yes;no;Some College;Okt-14;5141.359863;30;14;10
175539;6.104544618;no;no;yes;Some College;0-4;3281.840088;22;14;2
226661;6.04999984;no;no;yes;HS dropout;15-19;4124.790039;35;10;19
17335;2.408019784;no;no;no;Some College;0-4;8100.109863;21;14;1
31818;7.423312012;yes;no;yes;High School;35-39;3829.179932;53;12;35
18236;6.59176003;no;no;no;College;15-19;7264.549805;38;16;16
12941;13.12963355;no;no;yes;College;Okt-14;7871.47998;35;16;13
22051;3.37841569;no;no;yes;High School;25-29;9444.080078;46;12;28
185706;4.794339637;yes;no;no;High School;05-Sep;7636.169922;25;12;7
104727;9.974483994;no;no;yes;Some College;Okt-14;7114.540039;33;14;13
50134;6.668818438;no;no;yes;Some College;Okt-14;8673.490234;33;14;13
95969;11.16650383;yes;no;no;Post-graduate;15-19;7023.069824;43;18;19
241162;7.909402897;no;no;no;High School;05-Sep;5605.549805;25;12;7
89636;3.325458189;no;no;yes;High School;>=40;5911.52002;64;12;46
207277;5.936278321;no;no;yes;High School;05-Sep;7457.290039;23;12;5
76452;4.709580943;no;no;no;Post-graduate;05-Sep;7170.939941;30;18;6
36479;3.955055978;no;no;yes;Post-graduate;15-19;2690.909912;39;18;15
222835;8.561320712;yes;yes;no;Some College;20-24;1990;43;13;24
245584;4.022160671;no;no;no;HS dropout;05-Sep;13416.33984;25;11;8
64625;8.269959833;yes;no;yes;Some College;35-39;1590.609985;59;14;39
154782;5.949067455;no;no;yes;High School;>=40;972.4199829;59;12;41
154276;3.710511079;no;no;yes;HS dropout;35-39;1862.550049;51;9;36
198110;9.545928431;no;no;yes;Post-graduate;0-4;7263.310059;28;18;4
19356;12.35435364;yes;no;yes;Post-graduate;05-Sep;7870.950195;32;17;9
261224;5.978042003;yes;no;no;High School;0-4;5863.640137;22;12;4
67770;2.427245501;no;no;no;College;0-4;8310.290039;25;16;3
17442;4.779012328;yes;no;yes;High School;0-4;7971.569824;20;12;2
173543;8.751204609;yes;yes;no;College;05-Sep;2802.840088;30;16;8
4449;2.883813362;no;no;no;High School;0-4;7948.209961;21;12;3
56533;8.283469196;no;no;no;Post-graduate;0-4;8061.97998;27;18;3
173774;8.72854802;yes;yes;yes;High School;05-Sep;1087.97998;27;12;9
99622;6.894586523;yes;no;yes;High School;Okt-14;8530.450195;32;12;14
171395;8.273503758;no;no;yes;HS dropout;Okt-14;8604.349609;30;10;14
113030;9.473685332;no;no;no;Some College;20-24;5541.850098;42;13;23
91684;4.91489375;no;no;yes;High School;20-24;7811.319824;42;12;24
195942;5.677093235;no;no;yes;High School;15-19;7346.419922;37;12;19
222358;7.792844703;yes;yes;no;Some College;05-Sep;1816.810059;26;14;6
83278;3.19042984;no;no;no;High School;05-Sep;2724.550049;24;12;6
87676;7.551215083;yes;no;yes;Some College;30-34;3771.790039;53;14;33
202878;15.62652876;no;no;yes;Post-graduate;15-19;6707.720215;40;18;16
261786;8.379501704;no;no;yes;College;05-Sep;6793.879883;30;16;8
183388;6.033241115;yes;yes;yes;High School;Okt-14;7341.370117;30;12;12
100053;8.273503758;yes;no;yes;High School;35-39;7069.080078;57;12;39
192767;10.05540196;no;no;yes;HS dropout;35-39;7928.140137;53;9;38
259151;11.88493867;no;no;yes;Some College;15-19;6800.779785;38;15;17
104619;3.126315847;yes;no;no;HS dropout;0-4;8011.990234;20;10;4
57631;10.28314683;no;no;yes;Some College;Okt-14;5912.290039;32;15;11
122472;4.86068387;no;no;yes;High School;15-19;1322.359985;36;12;18
146807;9.796368418;no;no;no;College;Okt-14;5318.02002;32;16;10
227912;3.198979659;no;yes;no;HS dropout;35-39;6697.689941;54;10;38
167007;5.170939975;no;no;no;Some College;Okt-14;7950.77002;33;13;14
247094;5.263330382;no;no;yes;High School;05-Sep;1728.650024;27;12;9
254912;4.995412698;yes;yes;yes;Elementary;25-29;4617.029785;41;8;27
77994;4.360360266;yes;yes;no;High School;05-Sep;9093.700195;26;12;8
20067;4.037338854;yes;yes;yes;Elementary;>=40;3771.719971;60;6;48
223309;3.865277571;no;no;yes;High School;25-29;11140.04004;47;12;29
176365;2.867564951;no;no;no;High School;0-4;1467.069946;18;12;0
172716;20.57348822;no;no;no;Some College;15-19;533.460022;36;14;16
43464;8.958539078;no;no;yes;High School;15-19;4355.200195;37;12;19
200507;10.21887634;no;no;yes;Post-graduate;30-34;7635.609863;58;18;34
198149;9.189277975;yes;no;yes;High School;25-29;6391.970215;46;12;28
168535;6.446439056;no;no;no;Some College;05-Sep;12264.4502;25;13;6
252940;3.016620552;no;no;no;HS dropout;0-4;9511.549805;17;11;0
19584;5.469101387;no;no;yes;HS dropout;25-29;8213.790039;42;11;25
243648;2.294052037;no;no;no;Elementary;Okt-14;3483.969971;26;8;12
221222;9.483310032;no;no;yes;Post-graduate;05-Sep;7746.209961;31;18;7
85836;5.749268739;no;no;no;Some College;0-4;9055.450195;20;14;0
1938;7.883514429;no;no;no;Some College;Okt-14;2867.179932;31;14;11
154019;4.652384948;no;no;yes;High School;30-34;1326.560059;52;12;34
12845;5.522312698;no;no;no;College;0-4;8525.219727;23;16;1
67815;2.945233309;no;no;yes;HS dropout;15-19;15233.92969;36;11;19
170650;3.675506462;no;no;no;High School;05-Sep;7339.939941;23;12;5
1020;9.556455841;yes;no;yes;College;15-19;2400.23999;39;16;17
23949;8.958539078;no;no;no;College;0-4;8224.69043;25;16;3
117647;3.850530499;no;no;no;High School;0-4;7476.629883;20;12;2
103948;4.923502894;yes;no;yes;High School;15-19;7159.310059;36;12;18
121771;9.356940025;no;no;yes;College;20-24;1170.400024;45;16;23
53704;4.925125428;no;no;yes;HS dropout;>=40;3405.590088;58;9;43
147123;3.447293255;no;no;no;High School;0-4;5865.120117;19;12;1
181722;8.402778714;yes;no;yes;Post-graduate;30-34;6910.810059;54;17;31
77229;11.03592861;no;no;yes;Some College;35-39;6963.779785;55;14;35
48905;7.31854836;no;no;yes;High School;0-4;8874.55957;21;12;3
137102;6.463675138;no;no;yes;High School;Okt-14;7943.359863;32;12;14
146079;7.021276545;yes;no;yes;HS dropout;35-39;6969.879883;51;10;35
21247;7.31854836;no;no;yes;High School;30-34;7200.549805;50;12;32
1436;5.269354721;yes;no;yes;Elementary;>=40;3885.689941;57;8;43
251420;2.626973628;no;no;yes;High School;05-Sep;3057.72998;26;12;8
